,,统计表
深圳莱华置业有限公司,宝能城花园（西区）,深房许字（2019）南山012号,南山,2019-09-20,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41773
深圳市东海成投资有限公司,悦千山雅园,深房许字（2019）盐田002号,盐田,2019-09-18,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41733
深圳市奥星房地产开发有限公司,星河天地花园二期,深房许字（2019）光明003号,宝安,2019-09-18,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41713
深圳市碧海投资发展有限公司,京基御景半山花园,深房许字（2019）龙岗020号,龙岗,2019-09-19,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41693
深圳市君华时代发展有限公司,君华天第家园,深房许字（2019）龙岗019号,龙岗,2019-09-10,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41534
深圳卓越青浦房地产开发有限公司,誉珑荟庭,深房许字（2019）宝安012号,宝安,2019-09-06,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41533
深圳华侨城滨海有限公司,海府生态大厦（一期）,深房许字（2019）宝安011号,宝安,2019-09-03,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41495
深圳市益田世达投资管理有限公司,益科大厦,深房许字（2019）坪山009号,龙岗,2019-09-04,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41459
深圳市岗隆实业有限公司,勤诚达正大城和园,深房许字（2019）光明002号,宝安,2019-08-30,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41458
深圳市恒明置业发展有限公司,恒明湾创汇中心,深房许字（2019）龙岗018号,龙岗,2019-09-02,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41373
深圳市汇海置业有限公司,中洲滨海商业中心一期2栋,深房许字（2019）福田004号,福田,2019-08-23,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41353
深圳市横岗佳兆业投资咨询有限公司,佳兆业未来时代大厦,深房许字（2019）龙岗017号,龙岗,2019-08-23,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41339
深圳市天珺房地产开发有限公司,天健天骄南苑,深房许字（2019）福田003号,福田,2019-08-22,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41333
深圳市宝盛龙悦实业投资有限公司,华盛珑悦花园,深房许字（2019）龙华009号,宝安,2019-08-22,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41273
深圳市桂芳园实业有限公司,佳兆业君汇公馆,深房许字（2019）龙岗016号,龙岗,2019-08-15,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41235
深圳市桂芳园实业有限公司,佳兆业君汇公馆,深房许字（2019）龙岗015号,龙岗,2019-08-15,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41234
深圳市桂芳园实业有限公司,佳兆业金御雅园,深房许字（2019）龙岗014号,龙岗,2019-08-15,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41233
深圳市恒明商业有限公司,仁恒梦公寓,深房许字（2019）龙岗013号,龙岗,2019-08-14,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41193
深圳市和盛置业有限公司,和盛五十府,深房许字（2019）龙岗012号,龙岗,2019-08-05,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41113
建滔数码发展（深圳）有限公司,恒大时尚慧谷大厦,深房许字（2019）龙华008号,宝安,2019-07-30,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=41053
深圳市鸿荣源实业有限公司,壹成未来花园,深房许字（2019）龙华007号,宝安,2019-07-18,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40993
深圳市华讯方舟投资有限公司,天谷大楼,深房许字（2019）宝安010号,宝安,2019-07-15,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40933
深圳市京基房地产股份有限公司,长源京基御领公馆,深房许字（2019）南山010号,南山,2019-07-08,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40913
深圳市京基房地产股份有限公司,长源京基御景峯公馆,深房许字（2019）南山009号,南山,2019-06-28,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40854
深圳市绿景房地产开发有限公司,绿景美景广场,深房许字（2019）南山008号,南山,2019-06-27,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40793
深业泰然（集团）股份有限公司,泰然立城,深房许字（2019）福田002号,福田,2019-06-26,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40733
深圳卓越青浦房地产开发有限公司,誉珑明轩,深房许字（2019）宝安009号,宝安,2019-06-20,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40573
深圳市禾兴隆实业有限公司,鹏展汇广场,深房许字（2019）宝安008号,宝安,2019-06-20,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40513
深圳市鸿腾投资管理有限公司,恒大成一期花园,深房许字（2019）坪山008号,龙岗,2019-06-13,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40373
深圳首龙房地产开发有限公司,首创商务大厦,深房许字（2019）龙华006号,宝安,2019-06-17,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40353
深圳市富康城实业发展有限公司,正弘林语轩,深房许字（2019）龙岗011号,龙岗,2019-06-21,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40334
深圳市财富城投资有限公司,财富城（一期）,深房许字（2019）坪山007号,龙岗,2019-06-13,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40294
深圳市桑泰东涌投资有限公司,桑泰龙域府,深房许字（2019）龙岗010号,龙岗,2019-06-18,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40293
深圳市龙威信投资实业有限公司,仁恒四季园,深房许字（2019）龙岗009号,龙岗,2019-06-05,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40233
深圳市富思源房地产开发有限公司,建信天宸花园,深房许字（2019）龙岗008号,龙岗,2019-06-03,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=40073
新锦安实业发展（深圳）有限公司,新锦安海纳公馆,深房许字（2019）宝安007号,宝安,2019-06-03,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39878
深圳华强永兴投资有限公司,华强城市花园（三期）,深房许字（2019）宝安006号,宝安,2019-05-27,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39813
深圳市招华国际会展发展有限公司,会展湾中港广场,深房许字（2019）宝安005号,宝安,2019-05-27,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39793
深圳市蛇口湾厦置业有限公司,海境界家园二期,深房许字（2019）南山007号,南山,2019-05-27,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39773
深圳华侨城置业投资有限公司,华侨城创想大厦,深房许字（2019）龙华005号,宝安,2019-09-12,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39753
深圳市盐田佳兆业房地产开发有限公司,一期御景佳园,深房许字（2019）盐田001号,盐田,2019-05-22,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39653
深圳市金建业房地产开发有限公司,和成嘉业名园,深房许字（2019）龙岗007号,龙岗,2019-05-24,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39553
深圳莱华置业有限公司,宝能城花园（西区）,深房许字（2019）南山006号,南山,2019-05-14,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39413
深圳市嘉鑫辉煌房地产有限公司,辉煌时代大厦,深房许字（2019）福田001号,福田,2019-05-10,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39393
深圳市浩瀚盈实业有限公司,家天下花园（二期）,深房许字（2019）大鹏001号,龙岗,2019-05-08,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39373
深圳市景华投资发展有限公司,景华春天家园,深房许字（2019）龙岗006号,龙岗,2019-05-13,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39353
深圳市嘉霖宝安房地产有限公司,桔新微商北区大楼,深房许字（2019）龙华004号,宝安,2019-05-05,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39320
深圳招商华侨城投资有限公司,红山六九七九商业中心（三期）,深房许字（2019）龙华003号,宝安,2019-05-21,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39295
深圳华侨城房地产有限公司,天鹅湖花园（三期）,深房许字（2019）南山005号,南山,2019-04-26,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39293
深圳市岗隆实业有限公司,勤诚达正大城花园一期A607-0847宗地（7栋）,深房许字（2019）光明001号,宝安,2019-04-19,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39156
深圳市太子湾商泰置业有限公司,太子湾湾海大厦,深房许字（2019）南山004号,南山,2019-04-18,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39133
深圳市信嘉投资有限公司,吉祥悦府,深房许字（2019）龙岗005号,龙岗,2019-04-15,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39109
深圳半岛城邦置业有限公司,半岛城邦花园四期,深房许字（2019）南山003号,南山,2019-04-28,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39108
深圳市汇威投资有限公司,翡翠阳光名苑,深房许字（2019）宝安004号,宝安,2019-04-04,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39093
深圳市招华会展实业有限公司,会展湾南岸广场（B区）,深房许字（2019）宝安003号,宝安,2019-03-28,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=39013
深圳市横岗联合投资发展有限公司,桑泰龙樾府,深房许字（2019）龙岗004号,龙岗,2019-03-26,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38941
深圳华谊兄弟文化创意产业有限公司,华谊兄弟文化城,深房许字（2019）坪山006号,龙岗,2019-03-22,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38936
深圳市坪山区城投宏源投资有限公司,世茂广场,深房许字（2019）坪山005号,龙岗,2019-03-21,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38917
深圳市中森地产开发有限公司,中森公园华府,深房许字（2019）龙华002号,宝安,2019-03-19,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38895
深圳龙岗区启迪协信科技园发展有限公司,启迪协信科技园,深房许字（2019）龙岗003号,龙岗,2019-03-19,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38859
华润置地前海有限公司,前海华润金融中心T201-0078（3）二期,深房许字（2019）前海001号,前海,2019-03-28,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38857
深圳市万科云城房地产开发有限公司,万科云城（三期）,深房许字（2019）南山002号,南山,2019-03-11,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38834
深圳市南科润投资发展有限公司,富润·乐庭,深房许字（2019）坪山004号,龙岗,2019-03-11,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38833
深圳市深城投置业有限公司,深城投中城花园,深房许字（2019）坪山003号,龙岗,2019-02-26,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38773
汇邦（深圳）置业有限公司,汇裕名都花园（一期）,深房许字（2019）宝安002号,宝安,2019-03-15,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38756
深圳汎达实业发展有限公司,卓越弥敦道名苑,深房许字（2019）龙岗002号,龙岗,2019-02-22,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38755
深圳市天通万年房地产开发有限公司,凤凰天誉华府（商业）,深房许字（2019）宝安001号,宝安,2019-01-31,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38733
乐捷电子产品(深圳)有限公司,观禧花园,深房许字（2019）龙华001号,宝安,2019-01-31,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38720
深圳市深城投置业有限公司,深城投中城花园,深房许字（2019）坪山002号,龙岗,2019-01-29,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38715
深圳中维菁山房地产开发有限公司,泰禾广场,深房许字（2019）坪山001号,龙岗,2019-01-29,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38714
华润置地（深圳）发展有限公司,瑞府,深房许字（2019）南山001号,南山,2019-01-28,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38693
深圳市坪宇物业发展有限公司,君胜熙珑山花园,深房许字（2019）龙岗001号,龙岗,2019-01-24,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38633
深圳市新天时代投资有限公司,石厦花园,深房许字（2018）福田010号,福田,2019-01-08,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38493
深圳市招华会展实业有限公司,会展湾南岸广场（A区）,深房许字（2018）宝安024号,宝安,2018-12-27,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38433
深圳市径腾投资发展有限公司,德弘基创客居,深房许字（2018）宝安023号,宝安,2018-12-26,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38413
深圳经济特区房地产（集团）股份有限公司,传麒东湖名苑,深房许字（2018）罗湖009号,罗湖,2018-12-26,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38393
深圳市大瑞投资有限公司,同创华著公馆,深房许字（2018）龙华012号,宝安,2018-12-27,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38333
深圳市熙梁投资发展有限公司,龙湖天琅楼,深房许字（2018）盐田004号,盐田,2018-12-17,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38073
深圳棕科置业有限公司,棕科云端大厦,深房许字（2018）龙岗032号,龙岗,2018-12-19,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38053
深圳市保利房地产投资有限公司,保利香槟苑,深房许字（2018）大鹏002号,龙岗,2018-12-14,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38034
深圳市嘉霖宝安房地产有限公司,桔新微商南区大楼,深房许字（2018）龙华011号,宝安,2018-12-18,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38033
深圳市华联置业集团有限公司,华联城市商务中心,深房许字（2018）南山023号,南山,2018-12-28,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=38013
深圳天安云谷投资发展有限公司,天安云谷产业园二期(02-08),深房许字（2018）龙岗031号,龙岗,2018-12-13,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37873
深圳银天中兴房地产开发有限公司,顺泽阳光公馆,深房许字（2018）龙岗030号,龙岗,2018-12-14,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37833
深圳市乐安房地产有限公司,远洋新天地水岸花园,深房许字（2018）龙岗029号,龙岗,2018-12-12,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37813
深圳市深国际联合置地有限公司,深国际万科和风轩,深房许字（2018）龙华010号,宝安,2018-12-07,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37633
粤海置地（深圳）有限公司,悦彩城,深房许字（2018）罗湖008号,罗湖,2018-12-06,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37613
深圳市太子湾商融置业有限公司,太子湾滨海大厦,深房许字（2018）南山021号,南山,2018-12-05,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37533
深圳市天荣盛房地产开发有限公司,天汇时代花园二期,深房许字（2018）光明006号,宝安,2018-11-30,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37378
深圳市岗隆实业有限公司,勤诚达正大城花园一期A607-0848宗地（2、3、4栋）,深房许字（2018）光明005号,宝安,2018-12-04,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37377
深圳市万科云城房地产开发有限公司,万科云城(一期),深房许字（2018）南山020号,南山,2018-11-30,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37373
深圳市金碧房地产开发有限公司,凤凰公馆,深房许字（2018）坪山008号,龙岗,2018-12-13,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37357
深圳市大新常盛投资有限公司,枫叶望海公馆,深房许字（2018）南山019号,南山,2018-11-30,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37356
深圳市和谷投资有限公司,和谷山汇城,深房许字（2018）宝安022号,宝安,2018-11-27,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37353
深圳市松茂房地产集团有限公司,松茂柏景湾公馆,深房许字（2018）宝安021号,宝安,2018-11-27,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37323
深圳市大族云峰投资有限公司,大族云峰花园,深房许字（2018）龙岗028号,龙岗,2018-11-23,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37321
深圳市西城房地产开发有限公司,万科星城上郡,深房许字（2018）宝安020号,宝安,2018-11-22,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37320
深圳市西城房地产开发有限公司,万科星城名邸,深房许字（2018）宝安019号,宝安,2018-11-22,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37307
深圳市西城房地产开发有限公司,万科星城华府,深房许字（2018）宝安018号,宝安,2018-11-22,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37306
深圳市天就房地产开发有限公司,玺园,深房许字（2018）龙华009号,宝安,2018-11-23,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37305
深圳机场地产有限公司,领航城领誉华府（A116-0371）,深房许字（2018）宝安017号,宝安,2018-11-22,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37301
深圳市名爵房地产开发有限公司,万科香蜜府,深房许字（2018）福田009号,福田,2018-11-22,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37256
深圳华强永兴投资有限公司,华强城市花园（一期）,深房许字（2018）宝安016号,宝安,2018-11-20,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37238
深圳卓越青浦房地产开发有限公司,誉珑豪轩,深房许字（2018）宝安015号,宝安,2018-11-19,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37212
深圳泛亚房地产开发有限公司,中骏云景华府,深房许字（2018）龙岗027号,龙岗,2018-11-19,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37210
深圳市华联置业集团有限公司,华联城市商务中心,深房许字（2018）南山018号,南山,2018-11-16,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37178
深圳市麟恒投资发展有限公司,东城中心花园（三期）,深房许字（2018）龙岗026号,龙岗,2018-11-19,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37157
深圳市泰富华澜湾置业有限公司,奥园·翡翠东湾二期花园,深房许字（2018）坪山007号,龙岗,2018-11-09,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37144
深圳市桂芳园实业有限公司,佳兆业君汇公馆,深房许字（2018）龙岗025号,龙岗,2018-11-14,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37143
深圳市桂芳园实业有限公司,佳兆业君汇公馆,深房许字（2018）龙岗024号,龙岗,2018-11-14,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37141
深圳市桂芳园实业有限公司,佳兆业金御雅园,深房许字（2018）龙岗023号,龙岗,2018-11-14,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37140
华润置地（深圳）有限公司,华润城华润置地大厦（一期）,深房许字（2018）南山017号,南山,2018-11-09,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37139
深圳冠懋房地产集团有限公司,蓝郡公馆大厦,深房许字（2018）盐田003号,盐田,2018-11-08,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37135
宝吉工艺品(深圳)有限公司,佳兆业中央广场二期,深房许字（2018）龙岗022号,龙岗,2018-11-08,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37115
深圳市天安中益实业有限公司,凤凰智谷大厦,深房许字（2018）宝安014号,宝安,2018-10-30,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37077
深圳市碧海投资发展有限公司,京基御景时代大厦,深房许字（2018）龙岗021号,龙岗,2018-11-01,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37076
深圳市大族云峰投资有限公司,大族云峰花园,深房许字（2018）龙岗020号,龙岗,2018-11-01,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37075
深圳市皇城地产有限公司,金领假日公寓,深房许字（2018）福田008号,福田,2018-10-31,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37043
深圳市百年春投资发展有限公司,嘉洲商务中心（A007-0558）,深房许字（2018）宝安013号,宝安,2018-10-26,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37038
深圳市奥星房地产开发有限公司,星河天地花园一期,深房许字（2018）光明004号,宝安,2018-10-26,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37020
深圳市蛇口海滨置业有限公司,太子湾商务大厦,深房许字（2018）南山016号,南山,2018-10-26,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37019
深圳市蛇口海滨置业有限公司,太子湾商贸大厦,深房许字（2018）南山015号,南山,2018-10-26,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=37018
深圳市华超金都投资有限公司,华超大厦,深房许字（2018）福田007号,福田,2018-10-22,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36978
深圳麓园房地产开发有限公司,麓园,深房许字（2018）龙岗019号,龙岗,2018-10-23,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36977
深圳市德瀚投资发展有限公司,招商开元中心一期03地块,深房许字（2018）罗湖007号,罗湖,2018-10-24,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36975
深圳市深城投置业有限公司,深城投中城花园,深房许字（2018）坪山006号,龙岗,2018-10-19,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36954
深圳市安宏基房地产开发有限公司,安宏基天曜广场,深房许字（2018）龙华008号,宝安,2018-10-23,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36935
深圳朗泓房地产有限公司,龙园大观花园二期,深房许字（2018）龙岗018号,龙岗,2018-10-19,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36934
深圳朗泓房地产有限公司,龙园大观花园二期,深房许字（2018）龙岗017号,龙岗,2018-10-19,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36933
中国中电国际信息服务有限公司,中电迪富大厦,深房许字（2018）福田006号,福田,2018-10-18,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36914
深圳市汇东房地产投资管理有限公司,银领公馆,深房许字（2018）龙岗016号,龙岗,2018-10-18,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36853
深圳市深业中城有限公司,深业中城（B302-0040）（二期）,深房许字（2018）福田005号,福田,2018-10-12,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36832
深圳市盐田佳兆业房地产开发有限公司,佳兆业山海城家园（一期）,深房许字（2018）盐田002号,盐田,2018-10-11,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36792
深圳市汇海置业有限公司,中洲滨海华府一期,深房许字（2018）福田004号,福田,2018-10-12,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36672
深圳市金碧房地产开发有限公司,凤凰公馆,深房许字（2018）坪山005号,龙岗,2018-10-09,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36634
深圳市德欣房地产开发有限公司,宝泰雅苑,深房许字（2018）龙华007号,宝安,2018-09-29,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36512
深圳富茅房地产开发有限公司,实地剑兰郡,深房许字（2018）罗湖006号,罗湖,2018-09-28,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36492
深圳华侨城房地产有限公司,香山里花园五期,深房许字（2018）南山014号,南山,2018-09-28,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36452
深圳华侨城房地产有限公司,华侨城大厦,深房许字（2018）南山013号,南山,2018-09-26,http://zjj.sz.gov.cn/ris/bol/szfdc/projectdetail.aspx?id=36397
